Taxa_abr,Nstudy,Study,StudyYear,SuccStage,Mean.Age,Name,MeanHabitaSites,MeanRefForest,PreviousLandUse,Country,Site,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Zoogeographical_Realm_Holt_etal_2013,Zoogeographical_Region_Holt_etal_2013,Olson Biogeographic Realm,Continent_Island,Biome,Ai,Ak,RRR,List,Dissim,Si,Sk,RRS,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,Taxa,NStudyTaxa,FSpi,FSpk,RRFSp,Ini,Ink,RRIn,SDi,SDk,RRSD,Gri,Grk,RRGr,Pri,Prk,RRPr,Poi,Pok,RRPo,Sci,Sck,RRSc,Gzi,Gzk,RRGz,PatchPtoA5,PatchPtoA10,PatchPtoA25,PatchPtoA50,PatchPtoA75,PatchPtoA100,PatchArea5,PatchArea10,PatchArea25,PatchArea50,PatchArea75,PatchArea100,nPatches5,nPatches10,nPatches25,nPatches50,nPatches75,nPatches100,p.Forest5km,p.Forest10km,p.Forest25km,p.Forest50km,p.Forest75km,p.Forest100km
A,21,Woinarski_etal,2009,MSF,35,21A_Woinarski_etal_2009_MSF,Regrowth,Intact_Forest,pasture,Australia,Daly_River,130.111389,-13.715278,100,1200,AU_Australian,Au_Australian,Australasia,Continent,Savannahs,0.32,0.53,-0.504556011,Y,0.2727273,0.7272727,1,-0.318453769,AmphibiansMSF,AU_AustralianAmphibiansMSF,SavannahsAmphibiansMSF,ContinentAmphibiansMSF,Amphibians,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008775604,0.008204264,0.008187257,0.008102335,0.00810706,NA,207761.9205,487604.5073,417262.4345,451632.1961,423094.1134,NA,2,49,239,374,494,0,0.001151062,0.012211767,0.012757916,0.009606276,0.006689493
A,22,Herrera_&_Brokaw,2010,ES,0,22A_Herrera_&_Brokaw_2010_ES,Pasture,Advanced,pasture,Puerto Rico,Luquillo,-65.75,18.25,180,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Island,Moist,4,4,0,Y,0.25,0.75,1,-0.287682072,AmphibiansES,PN_PanamanianAmphibiansES,MoistAmphibiansES,IslandAmphibiansES,Amphibians,22,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005464766,0.006226978,0.007037453,0.007058022,0.007316737,0.007297708,14496116.34,12740116.62,4244714.943,6727874.836,6604124.257,7952237.393,3,13,89,159,245,311,0.560138441,0.52917225,0.19331435,0.137049671,0.092090491,0.079149866
A,22,Herrera_&_Brokaw,2010,YSF,3,22A_Herrera_&_Brokaw_2010_YSF,Young,Advanced,pasture,Puerto Rico,Luquillo,-65.75,18.25,180,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Island,Moist,4,4,0,Y,0,1,1,0,AmphibiansYSF,PN_PanamanianAmphibiansYSF,MoistAmphibiansYSF,IslandAmphibiansYSF,Amphibians,22,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005464766,0.006226978,0.007037453,0.007058022,0.007316737,0.007297708,14496116.34,12740116.62,4244714.943,6727874.836,6604124.257,7952237.393,3,13,89,159,245,311,0.560138441,0.52917225,0.19331435,0.137049671,0.092090491,0.079149866
A,22,Herrera_&_Brokaw,2010,MSF,15,22A_Herrera_&_Brokaw_2010_MSF,Intermediate,Advanced,pasture,Puerto Rico,Luquillo,-65.75,18.25,180,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Island,Moist,5,4,0.223143551,Y,0.1111111,0.8888889,1,-0.117783023,AmphibiansMSF,PN_PanamanianAmphibiansMSF,MoistAmphibiansMSF,IslandAmphibiansMSF,Amphibians,22,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005464766,0.006226978,0.007037453,0.007058022,0.007316737,0.007297708,14496116.34,12740116.62,4244714.943,6727874.836,6604124.257,7952237.393,3,13,89,159,245,311,0.560138441,0.52917225,0.19331435,0.137049671,0.092090491,0.079149866
A,23,Gillespie_etal,2012,ES,0,23A_Gillespie_etal_2012_ES,Non-forest,Limestone_outcrops,pasture,Malaysia,Lower_Kinabatanga_River_Borneo,118.140417,5.4927775,50,2950,OR_Oriental,IM_Indo-Malay,Indo Malay,Island,Moist,2.633333333,4.2,-0.466834054,Y,0.4594595,0.5405405,1,-0.615185714,AmphibiansES,OR_OrientalAmphibiansES,MoistAmphibiansES,IslandAmphibiansES,Amphibians,23,5,14,-1.029619417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001248694,0.004841525,0.007942399,0.007464375,0.007605379,0.007612986,67227024.8,63876310.75,150873999,53178130.23,74301797.33,71228674.44,1,4,11,109,153,247,0.868152553,0.820191318,0.851311225,0.743010038,0.647730014,0.563902808
A,24,Hilje_&_Aide,2012,YSF,13,24A_Hilje_&_Aide_2012_YSF,Bejuco.J_Enriquez.LG6,Selvaverde.SJ1700,pasture,Costa Rica,La_Selva_Biological_Station,-84.98333,10.4333,60,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,11,12,-0.087011377,Y,0.388947522,0.611052478,0.8331624,-0.310045737,AmphibiansYSF,PN_PanamanianAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,24,2,3,-0.405465108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007120421,0.006985332,0.00698302,0.007115491,0.00720764,0.007263708,654136.1456,1295189.568,5463449.402,5925844.136,5627208.687,6238060.744,18,50,129,490,1124,1729,0.145385963,0.206174386,0.361308311,0.372142884,0.360297871,0.345552232
A,24,Hilje_&_Aide,2012,MSF,23,24A_Hilje_&_Aide_2012_MSF,Arrozal.LG16.STR2450.LG5.LOC600.Tirimbina,Selvaverde.SJ1700,pasture,Costa Rica,La_Selva_Biological_Station,-84.98333,10.4333,60,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,9.333333333,12,-0.251314428,Y,0.41612725,0.58387275,0.8331624,-0.355545516,AmphibiansMSF,PN_PanamanianAmphibiansMSF,MoistAmphibiansMSF,ContinentAmphibiansMSF,Amphibians,24,2.166666667,3,-0.3254224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007120421,0.006985332,0.00698302,0.007115491,0.00720764,0.007263708,654136.1456,1295189.568,5463449.402,5925844.136,5627208.687,6238060.744,18,50,129,490,1124,1729,0.145385963,0.206174386,0.361308311,0.372142884,0.360297871,0.345552232
A,24,Hilje_&_Aide,2012,OSF,42,24A_Hilje_&_Aide_2012_OSF,Botarrama.Aceituno.Manu,Selvaverde.SJ1700,pasture,Costa Rica,La_Selva_Biological_Station,-84.98333,10.4333,60,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,11.66666667,12,-0.028170877,Y,0.303841044,0.696158956,0.8331624,-0.179650562,AmphibiansOSF,PN_PanamanianAmphibiansOSF,MoistAmphibiansOSF,ContinentAmphibiansOSF,Amphibians,24,2.333333333,3,-0.251314428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007120421,0.006985332,0.00698302,0.007115491,0.00720764,0.007263708,654136.1456,1295189.568,5463449.402,5925844.136,5627208.687,6238060.744,18,50,129,490,1124,1729,0.145385963,0.206174386,0.361308311,0.372142884,0.360297871,0.345552232
A,25,Pethiyagoda_&_Manamendra,2012,YSF,11,25A_Pethiyagoda_&_Manamendra_2012_YSF,Totum,AgrabopathTMCF,abandoned_agriculture,Sri Lanka,Agarapatana,80.7,6.867,1610,1900,OR_Oriental,Or_Oriental,Indo Malay,Island,Moist,2.833333333,3.333333333,-0.162518929,Y,0.12,0.88,1,-0.127833372,AmphibiansYSF,OR_OrientalAmphibiansYSF,MoistAmphibiansYSF,IslandAmphibiansYSF,Amphibians,25,5,6,-0.182321557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004407853,0.006561246,0.00708872,0.007319781,0.007473303,0.007504835,22812201.99,13987947.11,28242331.31,30025362.55,19677969.94,10822082.49,2,12,45,171,545,1413,0.576475387,0.53856354,0.651480038,0.657964859,0.610875381,0.490106393
A,26,Beirne_etal,2013,ES,10,26A_Beirne_etal_2013_ES,Pastureland,Forest,pasture,Ecuador,Yachana_Reserve_Napo,-77.228861,-0.845911,325,NA,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,16.9,42.6,-0.924540631,Y,0.5102041,0.4897959,1,-0.713766505,AmphibiansES,NT_NeotropicalAmphibiansES,MoistAmphibiansES,ContinentAmphibiansES,Amphibians,26,2,15,-2.014903021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086781,0.000432359,0.000235716,0.000128625,0.007780517,0.007745304,74572997.68,301497133.9,1898299460,7676317885,943297375.8,575113631.4,1,1,1,1,18,52,0.940193419,0.967631911,0.972509857,0.9838252,0.967426063,0.958768936
A,26,Beirne_etal,2013,YSF,10,26A_Beirne_etal_2013_YSF,Regeneration_Plantation,Forest,abandoned_agriculture,Ecuador,Yachana_Reserve_Napo,-77.228861,-0.845911,325,NA,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,17.4,42.6,-0.895384047,Y,0.44,0.56,1,-0.579818495,AmphibiansYSF,NT_NeotropicalAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,26,5,15,-1.098612289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086781,0.000432359,0.000235716,0.000128625,0.007780517,0.007745304,74572997.68,301497133.9,1898299460,7676317885,943297375.8,575113631.4,1,1,1,1,18,52,0.940193419,0.967631911,0.972509857,0.9838252,0.967426063,0.958768936
A,27,Jestrzemski_etal,2013,YSF,NA,27A_Jestrzemski_etal_2013_YSF,Secondary_Forest,Old_Growth_Forest,pasture,Vietnam,Chu_Mom_Ray_National_Park,107.6406945,14.4729165,715,1783,OR_Oriental,Or_Oriental,Indo Malay,Continent,Moist,5,20,-1.386294361,Y,0.68,0.32,1,-1.139434283,AmphibiansYSF,OR_OrientalAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,27,2,8,-1.386294361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000631313,0.000340387,0.007890182,0.007747373,0.007766715,0.007797242,74966804,302145212.8,17163334.66,19317936.42,19607487.47,17424784.45,1,1,74,269,617,1221,0.96817567,0.96952194,0.651022628,0.665790084,0.688728212,0.681443142
A,28,Cortes_etal,2013,YSF,3,28A_Cortes_etal_2013_YSF,Abandoned.mixed.farming,Mature.forest,abandoned_agriculture,Colombia,Upper.and.middle.Dagua.River,-76.7970835,3.8481945,415,6600,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,20,22,-0.09531018,Y,0.3809524,0.6190476,0.8115942,-0.270818294,AmphibiansYSF,PN_PanamanianAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,28,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004803423,0.00074617,0.007385009,0.007528686,0.007549685,0.007511318,34330019.48,272294626.5,71200256.43,40088658.78,26997144.02,24410747.86,2,1,23,149,439,784,0.886337543,0.871670983,0.840097097,0.76594279,0.675357681,0.613399296
A,29,Jongsma_etal,2014,ES,1,29A_Jongsma_etal_2014_ES,Road_edge_Pasture,Forest.River_Primary_Habitat,pasture,Ecuador,Bilsa_Biological_Station,-76.75,0.366667,515,2500,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,16.4,15.15,0.079280803,Y,0.7172619,0.2827381,0.8115942,-1.054479434,AmphibiansES,NT_NeotropicalAmphibiansES,MoistAmphibiansES,ContinentAmphibiansES,Amphibians,29,3,5,-0.510825624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000599233,0.007058269,0.007369778,0.00748981,0.007477167,0.007574688,77143757.22,52953526.42,37188075.65,70487054.97,109675710.1,146317496.6,1,5,41,93,140,189,0.982420591,0.84310744,0.781539567,0.839873831,0.874916343,0.886533153
A,29,Jongsma_etal,2014,MSF,25,29A_Jongsma_etal_2014_MSF,Forest.River.Secondary_Habitat,Forest.River_Primary_Habitat,pasture,Ecuador,Bilsa_Biological_Station,-76.75,0.366667,515,2500,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,8.133333333,15.15,-0.622029688,Y,0.5958486,0.4041514,0.8115942,-0.697210901,AmphibiansMSF,NT_NeotropicalAmphibiansMSF,MoistAmphibiansMSF,ContinentAmphibiansMSF,Amphibians,29,2,5,-0.916290732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000599233,0.007058269,0.007369778,0.00748981,0.007477167,0.007574688,77143757.22,52953526.42,37188075.65,70487054.97,109675710.1,146317496.6,1,5,41,93,140,189,0.982420591,0.84310744,0.781539567,0.839873831,0.874916343,0.886533153
A,30,Hernandez_etal,2015,YSF,6.666667,30A_Hernandez_etal_2015_YSF,1.2yr_PA.GI.PU_4.7yr_R0.R1.F1_9.14yr_GU.F4.SA,OGF.S1_LO.RU,abandoned_agriculture,Mexico,Biosphere_Reserve_of_Montes_Azules,-91.125,16.5166665,210,3000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,9.666666667,18,-0.621688217,Y,0.540293033,0.459706967,1,-0.777166021,AmphibiansYSF,PN_PanamanianAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,30,1.333333333,7,-1.658228077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000506017,0.000255001,0.004495642,0.007472194,0.007163602,0.007392394,78759588.36,312577116.3,960087586.2,231157803.9,63942029.23,27152632.01,1,1,2,31,225,802,1,1,0.982785721,0.917809525,0.818838344,0.697326546
A,30,Hernandez_etal,2015,MSF,21,30A_Hernandez_etal_2015_MSF,17.23yr.H17a.HU.H17b,OGF.S1_LO.RU,abandoned_agriculture,Mexico,Biosphere_Reserve_of_Montes_Azules,-91.125,16.5166665,210,3000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,14,18,-0.251314428,Y,0.375,0.625,1,-0.470003629,AmphibiansMSF,PN_PanamanianAmphibiansMSF,MoistAmphibiansMSF,ContinentAmphibiansMSF,Amphibians,30,2,7,-1.252762968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000506017,0.000255001,0.004495642,0.007472194,0.007163602,0.007392394,78759588.36,312577116.3,960087586.2,231157803.9,63942029.23,27152632.01,1,1,2,31,225,802,1,1,0.982785721,0.917809525,0.818838344,0.697326546
A,31,Suazo_etal,2015,ES,0,31A_Suazo_etal_2015_ES,Pasture,Old_Growth_Forest,pasture,Mexico,Chamela.Cuixmala.Biosphere.Reserve,-105.05,19.5,150,788,NA_Neartic,Me_Mexican,Neotropic,Continent,Dry,12,8,0.405465108,Y,0.5555556,0.4444444,1,-0.810930316,AmphibiansES,NA_NearticAmphibiansES,DryAmphibiansES,ContinentAmphibiansES,Amphibians,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006350305,0.006942783,0.007696614,0.007795035,0.007712839,0.007672612,17282608.37,37423235.64,7682354.788,10708196.69,11844256.39,10003593.86,3,4,75,191,348,669,0.667932032,0.477651251,0.294841122,0.261795147,0.234531583,0.21418891
A,31,Suazo_etal,2015,YSF,7,31A_Suazo_etal_2015_YSF,Early_Sstage.Young_forest_Sstabe,Old_Growth_Forest,abandoned_agriculture,Mexico,Chamela.Cuixmala.Biosphere.Reserve,-105.05,19.5,150,788,NA_Neartic,Me_Mexican,Neotropic,Continent,Dry,10,8,0.223143551,Y,0.31372545,0.68627455,1,-0.376477513,AmphibiansYSF,NA_NearticAmphibiansYSF,DryAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006350305,0.006942783,0.007696614,0.007795035,0.007712839,0.007672612,17282608.37,37423235.64,7682354.788,10708196.69,11844256.39,10003593.86,3,4,75,191,348,669,0.667932032,0.477651251,0.294841122,0.261795147,0.234531583,0.21418891
A,31,Suazo_etal,2015,MSF,15,31A_Suazo_etal_2015_MSF,Intermediate_forest_Sstage,Old_Growth_Forest,abandoned_agriculture,Mexico,Chamela.Cuixmala.Biosphere.Reserve,-105.05,19.5,150,788,NA_Neartic,Me_Mexican,Neotropic,Continent,Dry,10,8,0.223143551,Y,0.375,0.625,1,-0.470003629,AmphibiansMSF,NA_NearticAmphibiansMSF,DryAmphibiansMSF,ContinentAmphibiansMSF,Amphibians,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006350305,0.006942783,0.007696614,0.007795035,0.007712839,0.007672612,17282608.37,37423235.64,7682354.788,10708196.69,11844256.39,10003593.86,3,4,75,191,348,669,0.667932032,0.477651251,0.294841122,0.261795147,0.234531583,0.21418891
A,32,Basham_etal,2016,ES,0,32A_Basham_etal_2016_ES,Cattle_Pasture,Primary_Forest,pasture,Colombia,Mesenia_Paramillo_Reserve,-75.8895,5.495,2379,NA,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,4,13,-1.178654996,Y,1,0,1,NA,AmphibiansES,PN_PanamanianAmphibiansES,MoistAmphibiansES,ContinentAmphibiansES,Amphibians,32,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000619447,0.000374429,0.007072929,0.007453556,0.007444353,0.007582227,75949242.7,305498914.6,220109202.3,35856861.72,41019586.78,40722582.51,1,1,8,165,326,571,0.980300674,0.979184564,0.902395364,0.758211648,0.76187888,0.745290503
A,32,Basham_etal,2016,YSF,10,32A_Basham_etal_2016_YSF,Secondary_Forest,Primary_Forest,abandoned_agriculture,Colombia,Mesenia_Paramillo_Reserve,-75.8895,5.495,2379,NA,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,3.333333333,13,-1.360976553,Y,0.798148167,0.201851833,1,-1.600221349,AmphibiansYSF,PN_PanamanianAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,32,2,7,-1.252762968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000619447,0.000374429,0.007072929,0.007453556,0.007444353,0.007582227,75949242.7,305498914.6,220109202.3,35856861.72,41019586.78,40722582.51,1,1,8,165,326,571,0.980300674,0.979184564,0.902395364,0.758211648,0.76187888,0.745290503
A,32,Basham_etal,2016,OSF,30,32A_Basham_etal_2016_OSF,Secondary_Forest,Primary_Forest,abandoned_agriculture,Colombia,Mesenia_Paramillo_Reserve,-75.8895,5.495,2379,NA,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,6,13,-0.773189888,Y,0.5277778,0.4722222,1,-0.750305641,AmphibiansOSF,PN_PanamanianAmphibiansOSF,MoistAmphibiansOSF,ContinentAmphibiansOSF,Amphibians,32,5,7,-0.336472237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000619447,0.000374429,0.007072929,0.007453556,0.007444353,0.007582227,75949242.7,305498914.6,220109202.3,35856861.72,41019586.78,40722582.51,1,1,8,165,326,571,0.980300674,0.979184564,0.902395364,0.758211648,0.76187888,0.745290503
R,33,Crump,1971,ES,NA,33R_Crump_1971_ES,Open_&_Edge,TerraFirme,pasture,Brazil,Guam‡_Ecological_Research_Area,-48.4,-1.43,12,2028,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,10,15,-0.405465108,Y,0.6,0.4,1,-0.916290732,ReptilesES,NT_NeotropicalReptilesES,MoistReptilesES,ContinentReptilesES,Reptiles,1,2,7,-1.252762968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,33,Crump,1971,YSF,NA,33R_Crump_1971_YSF,Capoeira,TerraFirme,pasture,Brazil,Guam‡_Ecological_Research_Area,-48.4,-1.43,12,2028,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,11,15,-0.310154928,Y,0.1538462,0.8461538,1,-0.167054139,ReptilesYSF,NT_NeotropicalReptilesYSF,MoistReptilesYSF,ContinentReptilesYSF,Reptiles,1,5,7,-0.336472237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,34,Lieberman,1986,MSF,20,34R_Lieberman_1986_MSF,Disturbed_ecosystem,Undisturbed_Forest,abandoned_agriculture,Costa Rica,La_Selva_Biological_Station,-84.01667,10.41667,60,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,17,15,0.125163143,Y,0.375,0.625,1,-0.470003629,ReptilesMSF,PN_PanamanianReptilesMSF,MoistReptilesMSF,ContinentReptilesMSF,Reptiles,2,10,9,0.105360516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,35,Bowman_etal,1990,ES,1,35R_Bowman_etal_1990_ES,A.B,F,slash_and_burn_agriculture,Papua New Guinea,Baiteta_village,145.73333,-5,380,3558,OC_Oceanian,PM_Papuan-Melanesian,Australasia,Island,Moist,7.5,13,-0.550046337,Y,0.275119615,0.724880385,1,-0.321748624,ReptilesES,OC_OceanianReptilesES,MoistReptilesES,IslandReptilesES,Reptiles,3,0.5,2,-1.386294361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,35,Bowman_etal,1990,YSF,6,35R_Bowman_etal_1990_YSF,C.D,F,slash_and_burn_agriculture,Papua New Guinea,Baiteta_village,145.73333,-5,380,3558,OC_Oceanian,PM_Papuan-Melanesian,Australasia,Island,Moist,11,13,-0.167054085,Y,0.12521739,0.87478261,1,-0.133779869,ReptilesYSF,OC_OceanianReptilesYSF,MoistReptilesYSF,IslandReptilesYSF,Reptiles,3,0.5,2,-1.386294361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,35,Bowman_etal,1990,MSF,26,35R_Bowman_etal_1990_MSF,E,F,slash_and_burn_agriculture,Papua New Guinea,Baiteta_village,145.73333,-5,380,3558,OC_Oceanian,PM_Papuan-Melanesian,Australasia,Island,Moist,13,13,0,Y,0.15384615,0.84615385,1,-0.16705408,ReptilesMSF,OC_OceanianReptilesMSF,MoistReptilesMSF,IslandReptilesMSF,Reptiles,3,1,2,-0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,36,Heinen,1992,YSF,5,36R_Heinen_1992_YSF,New_Cacao_Site,Primary_Forest,abandoned_agriculture,Costa Rica,La_Selva_Biological_Station,-84.01667,10.41667,60,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,7,6,0.15415068,Y,0.3846154,0.6153846,1,-0.485507841,ReptilesYSF,PN_PanamanianReptilesYSF,MoistReptilesYSF,ContinentReptilesYSF,Reptiles,4,3,4,-0.287682072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,36,Heinen,1992,MSF,25,36R_Heinen_1992_MSF,Old_Cacao_Site,Primary_Forest,abandoned_agriculture,Costa Rica,La_Selva_Biological_Station,-84.01667,10.41667,60,4000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,8,6,0.287682072,Y,0.4285714,0.5714286,1,-0.559615738,ReptilesMSF,PN_PanamanianReptilesMSF,MoistReptilesMSF,ContinentReptilesMSF,Reptiles,4,3,4,-0.287682072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,37,Lenart_etal,1997,ES,0,37R_Lenart_etal_1997_ES,Plot1,Plot3,pasture,Dominican Republic,Sierra_de_Baoruco,-71.5,18.333333,505,1300,PN_Panamanian,Pa_Panamanian,Neotropic,Island,Moist,3,4,-0.287682072,Y,0.1428571,0.8571429,1,-0.15415063,ReptilesES,PN_PanamanianReptilesES,MoistReptilesES,IslandReptilesES,Reptiles,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007889142,0.008236421,0.007648368,0.007613951,0.007695089,0.007659295,338535.4447,899537.0388,3633295.899,2548618.99,1998029.491,2442544.297,3,14,71,349,606,918,0.012999844,0.040013782,0.132017826,0.113889497,0.068909705,0.071782124
